"Time","KS (id=1 block=1)","MULR (id=1 block=1)","PHI (id=1 block=1)","PVI (id=1 block=1)","Point Coordinates_Magnitude (id=1 block=1)","Point Coordinates_X (id=1 block=1)","Point Coordinates_Y (id=1 block=1)","Point Coordinates_Z (id=1 block=1)","QL1 (id=1 block=1)","QL2 (id=1 block=1)","QLABS (id=1 block=1)","TIME (id=1 block=1)","Time (id=1 block=1)","WL1 (id=1 block=1)","WL2 (id=1 block=1)","n_A_irr (id=1 block=1)","n_A_rev (id=1 block=1)","p (id=1 block=1)","qm (id=1 block=1)","rhoFs (id=1 block=1)","s_G (id=1 block=1)","u_x (id=1 block=1)","u_y (id=1 block=1)","vtkValidPointMask (id=1 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.559017,0.25,0.5,0,1.55454e-07,-2.52792e-07,2.96809e-07,19.531,0,7.97199e-07,-1.29637e-06,4.90588e-16,7.94921e-16,270.84,269.304,0,9.93622e-13,2.27932e-06,-5.97179e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.559017,0.25,0.5,0,7.38769e-07,-1.07933e-06,1.30807e-06,69.531,1,3.78856e-06,-5.53502e-06,1.71198e-15,8.97098e-15,1288.18,269.425,0,9.45842e-13,9.13561e-06,-2.35406e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.559017,0.25,0.5,0,1.33288e-06,-1.9059e-06,2.32593e-06,119.531,2,6.8353e-06,-9.77386e-06,2.84924e-15,1.98981e-14,2345.95,269.525,0,8.84221e-13,1.601e-05,-4.1143e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.559017,0.25,0.5,0,1.92789e-06,-2.73128e-06,3.34342e-06,169.531,3,9.88661e-06,-1.40066e-05,3.89859e-15,3.16694e-14,3411.08,269.607,0,8.18547e-13,2.28813e-05,-5.87388e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.559017,0.25,0.5,0,2.52296e-06,-3.55633e-06,4.36072e-06,219.531,4,1.29382e-05,-1.82376e-05,4.86345e-15,4.31384e-14,4477.59,269.675,0,7.54684e-13,2.97514e-05,-7.63324e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.559017,0.25,0.5,0,3.11803e-06,-4.38131e-06,5.37797e-06,269.531,5,1.59899e-05,-2.24683e-05,5.7509e-15,5.37051e-14,5544.36,269.732,0,6.95688e-13,3.66213e-05,-9.39254e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.559017,0.25,0.5,0,3.7131e-06,-5.20628e-06,6.39523e-06,319.531,6,1.90416e-05,-2.66989e-05,6.56931e-15,6.31299e-14,6611.17,269.778,0,6.42762e-13,4.34911e-05,-0.000111518,1
7,1.96496e-12,0.001,0.195,0.366433,0.559017,0.25,0.5,0,4.30818e-06,-6.03125e-06,7.41248e-06,369.531,7,2.20932e-05,-3.09295e-05,7.32704e-15,7.13871e-14,7678,269.817,0,5.96013e-13,5.03609e-05,-0.000129111,1
8,1.96496e-12,0.001,0.195,0.416014,0.559017,0.25,0.5,0,4.90325e-06,-6.85621e-06,8.42974e-06,419.531,8,2.51449e-05,-3.51601e-05,8.03169e-15,7.8561e-14,8744.82,269.849,0,5.5498e-13,5.72307e-05,-0.000146704,1
9,1.96496e-12,0.001,0.195,0.465594,0.559017,0.25,0.5,0,5.49832e-06,-7.68117e-06,9.447e-06,469.531,9,2.81965e-05,-3.93906e-05,8.68992e-15,8.47823e-14,9811.65,269.875,0,5.18971e-13,6.41005e-05,-0.000164297,1
10,1.96496e-12,0.001,0.195,0.515175,0.559017,0.25,0.5,0,6.09339e-06,-8.50614e-06,1.04643e-05,519.531,10,3.12482e-05,-4.36212e-05,9.30736e-15,9.01882e-14,10878.5,269.896,0,4.87251e-13,7.09703e-05,-0.00018189,1
11,1.96496e-12,0.001,0.195,0.564756,0.559017,0.25,0.5,0,6.68847e-06,-9.3311e-06,1.14815e-05,569.531,11,3.42998e-05,-4.78518e-05,9.88881e-15,9.48916e-14,11945.3,269.914,0,4.59193e-13,7.78401e-05,-0.000199483,1
12,1.96496e-12,0.001,0.195,0.614337,0.559017,0.25,0.5,0,7.28354e-06,-1.01561e-05,1.24988e-05,619.531,12,3.73515e-05,-5.20824e-05,1.04381e-14,9.90462e-14,13012.1,269.929,0,4.34098e-13,8.471e-05,-0.000217075,1
13,1.96496e-12,0.001,0.195,0.663918,0.559017,0.25,0.5,0,7.87861e-06,-1.0981e-05,1.3516e-05,669.531,13,4.04031e-05,-5.6313e-05,1.09587e-14,1.02721e-13,14079,269.941,0,4.11557e-13,9.15798e-05,-0.000234668,1
14,1.96496e-12,0.001,0.195,0.713498,0.559017,0.25,0.5,0,8.47368e-06,-1.1806e-05,1.45333e-05,719.531,14,4.34548e-05,-6.05436e-05,1.14536e-14,1.05859e-13,15145.8,269.952,0,3.91474e-13,9.84496e-05,-0.000252261,1
15,1.96496e-12,0.001,0.195,0.763079,0.559017,0.25,0.5,0,9.06876e-06,-1.2631e-05,1.55506e-05,769.531,15,4.65064e-05,-6.47742e-05,1.19261e-14,1.08648e-13,16212.6,269.96,0,3.73924e-13,0.000105319,-0.000269854,1
