"Time","KS (id=1 block=1)","MULR (id=1 block=1)","PHI (id=1 block=1)","PVI (id=1 block=1)","Point Coordinates_Magnitude (id=1 block=1)","Point Coordinates_X (id=1 block=1)","Point Coordinates_Y (id=1 block=1)","Point Coordinates_Z (id=1 block=1)","QL1 (id=1 block=1)","QL2 (id=1 block=1)","QLABS (id=1 block=1)","TIME (id=1 block=1)","Time (id=1 block=1)","WL1 (id=1 block=1)","WL2 (id=1 block=1)","n_A_irr (id=1 block=1)","n_A_rev (id=1 block=1)","p (id=1 block=1)","qm (id=1 block=1)","rhoFs (id=1 block=1)","s_G (id=1 block=1)","u_x (id=1 block=1)","u_y (id=1 block=1)","vtkValidPointMask (id=1 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.559017,0.25,0.5,0,1.1659e-07,-1.89594e-07,2.22607e-07,19.531,0,5.97899e-07,-9.72276e-07,4.90991e-16,5.96243e-16,203.13,269.304,0,9.94639e-13,1.70949e-06,-4.47884e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.559017,0.25,0.5,0,5.54077e-07,-8.09497e-07,9.81054e-07,69.531,1,2.84142e-06,-4.15127e-06,1.72706e-15,6.7546e-15,966.133,269.425,0,9.5714e-13,6.85171e-06,-1.76555e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.559017,0.25,0.5,0,9.99663e-07,-1.42943e-06,1.74445e-06,119.531,2,5.12647e-06,-7.33039e-06,2.89544e-15,1.5157e-14,1759.46,269.525,0,9.08349e-13,1.20075e-05,-3.08572e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.559017,0.25,0.5,0,1.44592e-06,-2.04846e-06,2.50757e-06,169.531,3,7.41496e-06,-1.05049e-05,3.99187e-15,2.44515e-14,2558.31,269.607,0,8.55217e-13,1.7161e-05,-4.40541e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.559017,0.25,0.5,0,1.89222e-06,-2.66725e-06,3.27054e-06,219.531,4,9.70368e-06,-1.36782e-05,5.01744e-15,3.37867e-14,3358.19,269.675,0,8.02107e-13,2.23136e-05,-5.72493e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.559017,0.25,0.5,0,2.33852e-06,-3.28599e-06,4.03348e-06,269.531,5,1.19924e-05,-1.68512e-05,5.97619e-15,4.26719e-14,4158.27,269.732,0,7.51523e-13,2.7466e-05,-7.0444e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.559017,0.25,0.5,0,2.78483e-06,-3.90471e-06,4.79642e-06,319.531,6,1.42812e-05,-2.00242e-05,6.87354e-15,5.08634e-14,4958.38,269.778,0,7.047e-13,3.26183e-05,-8.36387e-05,1
7,1.96496e-12,0.001,0.195,0.366433,0.559017,0.25,0.5,0,3.23113e-06,-4.52343e-06,5.55936e-06,369.531,7,1.65699e-05,-2.31971e-05,7.71531e-15,5.82745e-14,5758.5,269.817,0,6.62062e-13,3.77707e-05,-9.68333e-05,1
8,1.96496e-12,0.001,0.195,0.416014,0.559017,0.25,0.5,0,3.67744e-06,-5.14216e-06,6.3223e-06,419.531,8,1.88586e-05,-2.637e-05,8.50711e-15,6.49107e-14,6558.62,269.849,0,6.23564e-13,4.2923e-05,-0.000110028,1
9,1.96496e-12,0.001,0.195,0.465594,0.559017,0.25,0.5,0,4.12374e-06,-5.76088e-06,7.08525e-06,469.531,9,2.11474e-05,-2.9543e-05,9.25412e-15,7.08254e-14,7358.74,269.875,0,5.88911e-13,4.80754e-05,-0.000123223,1
