"Time","KS (id=7 block=1)","MULR (id=7 block=1)","PHI (id=7 block=1)","PVI (id=7 block=1)","Point Coordinates_Magnitude (id=7 block=1)","Point Coordinates_X (id=7 block=1)","Point Coordinates_Y (id=7 block=1)","Point Coordinates_Z (id=7 block=1)","QL1 (id=7 block=1)","QL2 (id=7 block=1)","QLABS (id=7 block=1)","TIME (id=7 block=1)","Time (id=7 block=1)","WL1 (id=7 block=1)","WL2 (id=7 block=1)","n_A_irr (id=7 block=1)","n_A_rev (id=7 block=1)","p (id=7 block=1)","qm (id=7 block=1)","rhoFs (id=7 block=1)","s_G (id=7 block=1)","u_x (id=7 block=1)","u_y (id=7 block=1)","vtkValidPointMask (id=7 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.24744,0.999124,0.746904,0,7.73898e-08,-2.69775e-07,2.806e-07,19.531,0,3.96871e-07,-1.38346e-06,4.90672e-16,7.53029e-16,191.731,269.304,0,9.93836e-13,1.68291e-06,-3.54185e-06,1
1,1.96496e-12,0.001,0.195,0.068948,1.24744,0.999124,0.746904,0,2.91969e-07,-1.27603e-06,1.30888e-06,69.531,1,1.49728e-06,-6.54376e-06,1.71229e-15,8.93847e-15,924.687,269.425,0,9.46013e-13,6.04836e-06,-1.5044e-05,1
2,1.96496e-12,0.001,0.195,0.118529,1.24744,0.999124,0.746904,0,4.97995e-07,-2.31059e-06,2.36345e-06,119.531,2,2.55382e-06,-1.18492e-05,2.84847e-15,2.00787e-14,1691.29,269.525,0,8.83376e-13,1.03149e-05,-2.67598e-05,1
3,1.96496e-12,0.001,0.195,0.16811,1.24744,0.999124,0.746904,0,7.01867e-07,-3.34956e-06,3.42203e-06,169.531,3,3.59932e-06,-1.71772e-05,3.89495e-15,3.21582e-14,2464.28,269.607,0,8.16311e-13,1.45579e-05,-3.851e-05,1
4,1.96496e-12,0.001,0.195,0.21769,1.24744,0.999124,0.746904,0,9.05286e-07,-4.38928e-06,4.48131e-06,219.531,4,4.64249e-06,-2.25091e-05,4.85529e-15,4.39476e-14,3238.5,269.675,0,7.51131e-13,1.8796e-05,-5.02662e-05,1
5,1.96496e-12,0.001,0.195,0.267271,1.24744,0.999124,0.746904,0,1.10862e-06,-5.42913e-06,5.54073e-06,269.531,5,5.68521e-06,-2.78417e-05,5.73693e-15,5.48046e-14,4012.95,269.732,0,6.91117e-13,2.30332e-05,-6.20234e-05,1
6,1.96496e-12,0.001,0.195,0.316852,1.24744,0.999124,0.746904,0,1.31193e-06,-6.46901e-06,6.60019e-06,319.531,6,6.72785e-06,-3.31744e-05,6.54872e-15,6.44769e-14,4787.44,269.778,0,6.37534e-13,2.72701e-05,-7.37808e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.24744,0.999124,0.746904,0,1.51524e-06,-7.50889e-06,7.65966e-06,369.531,7,7.77046e-06,-3.85071e-05,7.29943e-15,7.29423e-14,5561.93,269.817,0,5.90466e-13,3.15071e-05,-8.55383e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.24744,0.999124,0.746904,0,1.71855e-06,-8.54878e-06,8.71914e-06,419.531,8,8.81307e-06,-4.38399e-05,7.99702e-15,8.02961e-14,6336.44,269.849,0,5.49391e-13,3.5744e-05,-9.72958e-05,1
9,1.96496e-12,0.001,0.195,0.465594,1.24744,0.999124,0.746904,0,1.92186e-06,-9.58866e-06,9.77862e-06,469.531,9,9.85568e-06,-4.91726e-05,8.64843e-15,8.66799e-14,7110.94,269.875,0,5.13556e-13,3.9981e-05,-0.000109053,1
