"Time","KS (id=6 block=1)","MULR (id=6 block=1)","PHI (id=6 block=1)","PVI (id=6 block=1)","Point Coordinates_Magnitude (id=6 block=1)","Point Coordinates_X (id=6 block=1)","Point Coordinates_Y (id=6 block=1)","Point Coordinates_Z (id=6 block=1)","QL1 (id=6 block=1)","QL2 (id=6 block=1)","QLABS (id=6 block=1)","TIME (id=6 block=1)","Time (id=6 block=1)","WL1 (id=6 block=1)","WL2 (id=6 block=1)","n_A_irr (id=6 block=1)","n_A_rev (id=6 block=1)","p (id=6 block=1)","qm (id=6 block=1)","rhoFs (id=6 block=1)","s_G (id=6 block=1)","u_x (id=6 block=1)","u_y (id=6 block=1)","vtkValidPointMask (id=6 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.60682,1.00683,1.25227,0,6.55189e-08,-6.88954e-08,9.51353e-08,19.531,0,3.35995e-07,-3.5331e-07,4.91664e-16,2.62649e-16,81.8101,269.304,0,9.96346e-13,8.06691e-07,-5.50639e-07,1
1,1.96496e-12,0.001,0.195,0.068948,1.60682,1.00683,1.25227,0,2.04534e-07,-2.51044e-07,3.24097e-07,69.531,1,1.04889e-06,-1.28741e-06,1.75787e-15,2.30852e-15,385.34,269.425,0,9.79799e-13,2.64587e-06,-2.19404e-06,1
2,1.96496e-12,0.001,0.195,0.118529,1.60682,1.00683,1.25227,0,3.34121e-07,-4.3145e-07,5.46189e-07,119.531,2,1.71344e-06,-2.21256e-06,2.99259e-15,5.04317e-15,700.891,269.525,0,9.59792e-13,4.41122e-06,-3.85288e-06,1
3,1.96496e-12,0.001,0.195,0.16811,1.60682,1.00683,1.25227,0,4.61785e-07,-6.11452e-07,7.66936e-07,169.531,3,2.36813e-06,-3.13565e-06,4.19527e-15,8.15408e-15,1018.68,269.607,0,9.37946e-13,6.16105e-06,-5.5139e-06,1
4,1.96496e-12,0.001,0.195,0.21769,1.60682,1.00683,1.25227,0,5.89074e-07,-7.9137e-07,9.87453e-07,219.531,4,3.02089e-06,-4.05831e-06,5.36572e-15,1.14442e-14,1336.89,269.675,0,9.15282e-13,7.90781e-06,-7.17526e-06,1
5,1.96496e-12,0.001,0.195,0.267271,1.60682,1.00683,1.25227,0,7.16291e-07,-9.71272e-07,1.20794e-06,269.531,5,3.67329e-06,-4.98088e-06,6.50443e-15,1.47857e-14,1655.18,269.732,0,8.92461e-13,9.65397e-06,-8.83669e-06,1
6,1.96496e-12,0.001,0.195,0.316852,1.60682,1.00683,1.25227,0,8.43495e-07,-1.15117e-06,1.42844e-06,319.531,6,4.32562e-06,-5.90344e-06,7.6123e-15,1.80975e-14,1973.49,269.778,0,8.69902e-13,1.14e-05,-1.04981e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.60682,1.00683,1.25227,0,9.70697e-07,-1.33107e-06,1.64895e-06,369.531,7,4.97793e-06,-6.82599e-06,8.69044e-15,2.13293e-14,2291.79,269.817,0,8.47863e-13,1.31461e-05,-1.21596e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.60682,1.00683,1.25227,0,1.0979e-06,-1.51097e-06,1.86946e-06,419.531,8,5.63024e-06,-7.74854e-06,9.74006e-15,2.44519e-14,2610.1,269.849,0,8.26489e-13,1.48921e-05,-1.3821e-05,1
9,1.96496e-12,0.001,0.195,0.465594,1.60682,1.00683,1.25227,0,1.2251e-06,-1.69086e-06,2.08997e-06,469.531,9,6.28256e-06,-8.6711e-06,1.07624e-14,2.74499e-14,2928.41,269.875,0,8.05857e-13,1.66381e-05,-1.54824e-05,1
10,1.96496e-12,0.001,0.195,0.515175,1.60682,1.00683,1.25227,0,1.3523e-06,-1.87076e-06,2.31049e-06,519.531,10,6.93487e-06,-9.59365e-06,1.17587e-14,3.03167e-14,3246.72,269.896,0,7.85998e-13,1.83841e-05,-1.71439e-05,1
