"Time","KS (id=5 block=1)","MULR (id=5 block=1)","PHI (id=5 block=1)","PVI (id=5 block=1)","Point Coordinates_Magnitude (id=5 block=1)","Point Coordinates_X (id=5 block=1)","Point Coordinates_Y (id=5 block=1)","Point Coordinates_Z (id=5 block=1)","QL1 (id=5 block=1)","QL2 (id=5 block=1)","QLABS (id=5 block=1)","TIME (id=5 block=1)","Time (id=5 block=1)","WL1 (id=5 block=1)","WL2 (id=5 block=1)","n_A_irr (id=5 block=1)","n_A_rev (id=5 block=1)","p (id=5 block=1)","qm (id=5 block=1)","rhoFs (id=5 block=1)","s_G (id=5 block=1)","u_x (id=5 block=1)","u_y (id=5 block=1)","vtkValidPointMask (id=5 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.746905,-0.000876257,0.746904,0,3.03525e-08,-3.55736e-07,3.57e-07,19.531,0,1.55654e-07,-1.82429e-06,4.9023e-16,9.68987e-16,177.974,269.304,0,9.92731e-13,9.55328e-07,-3.20728e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.746905,-0.000876257,0.746904,0,1.29962e-07,-1.27023e-06,1.27677e-06,69.531,1,6.66471e-07,-6.51399e-06,1.71239e-15,8.8586e-15,811.573,269.425,0,9.46423e-13,3.57706e-06,-1.17127e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.746905,-0.000876257,0.746904,0,2.29008e-07,-2.15565e-06,2.16764e-06,119.531,2,1.1744e-06,-1.10546e-05,2.85643e-15,1.8885e-14,1463.62,269.525,0,8.89464e-13,6.17134e-06,-2.01206e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.746905,-0.000876257,0.746904,0,3.27719e-07,-3.03484e-06,3.05228e-06,169.531,3,1.68061e-06,-1.55633e-05,3.92002e-15,2.95401e-14,2118.86,269.607,0,8.29624e-13,8.75785e-06,-2.85048e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.746905,-0.000876257,0.746904,0,4.26345e-07,-3.91279e-06,3.9357e-06,219.531,4,2.18639e-06,-2.00656e-05,4.9064e-15,3.99341e-14,2774.67,269.675,0,7.71475e-13,1.13427e-05,-3.68842e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.746905,-0.000876257,0.746904,0,5.24954e-07,-4.79051e-06,4.81888e-06,269.531,5,2.69207e-06,-2.45667e-05,5.82162e-15,4.95959e-14,3430.58,269.732,0,7.1742e-13,1.39271e-05,-4.52625e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.746905,-0.000876257,0.746904,0,6.23559e-07,-5.66818e-06,5.70202e-06,319.531,6,3.19774e-06,-2.90676e-05,6.6728e-15,5.83286e-14,4086.52,269.778,0,6.6845e-13,1.65116e-05,-5.36406e-05,1
7,1.96496e-12,0.001,0.195,0.366433,0.746905,-0.000876257,0.746904,0,7.22164e-07,-6.54584e-06,6.58515e-06,369.531,7,3.7034e-06,-3.35684e-05,7.46706e-15,6.61002e-14,4742.46,269.817,0,6.24707e-13,1.9096e-05,-6.20188e-05,1
8,1.96496e-12,0.001,0.195,0.416014,0.746905,-0.000876257,0.746904,0,8.20768e-07,-7.4235e-06,7.46828e-06,419.531,8,4.20907e-06,-3.80693e-05,8.211e-15,7.29671e-14,5398.4,269.849,0,5.85876e-13,2.16804e-05,-7.03969e-05,1
9,1.96496e-12,0.001,0.195,0.465594,0.746905,-0.000876257,0.746904,0,9.19373e-07,-8.30117e-06,8.3514e-06,469.531,9,4.71473e-06,-4.25701e-05,8.91047e-15,7.90255e-14,6054.34,269.875,0,5.51444e-13,2.42647e-05,-7.8775e-05,1
