"Time","KS (id=5 block=1)","MULR (id=5 block=1)","PHI (id=5 block=1)","PVI (id=5 block=1)","Point Coordinates_Magnitude (id=5 block=1)","Point Coordinates_X (id=5 block=1)","Point Coordinates_Y (id=5 block=1)","Point Coordinates_Z (id=5 block=1)","QL1 (id=5 block=1)","QL2 (id=5 block=1)","QLABS (id=5 block=1)","TIME (id=5 block=1)","Time (id=5 block=1)","WL1 (id=5 block=1)","WL2 (id=5 block=1)","n_A_irr (id=5 block=1)","n_A_rev (id=5 block=1)","p (id=5 block=1)","qm (id=5 block=1)","rhoFs (id=5 block=1)","s_G (id=5 block=1)","u_x (id=5 block=1)","u_y (id=5 block=1)","vtkValidPointMask (id=5 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.746905,-0.000876257,0.746904,0,4.55288e-08,-5.33604e-07,5.355e-07,19.531,0,2.33481e-07,-2.73643e-06,4.89247e-16,1.45297e-15,266.961,269.304,0,9.90253e-13,1.43299e-06,-4.81092e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.746905,-0.000876257,0.746904,0,1.94943e-07,-1.90534e-06,1.91516e-06,69.531,1,9.99706e-07,-9.77098e-06,1.68285e-15,1.31784e-14,1217.36,269.425,0,9.24409e-13,5.36559e-06,-1.75691e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.746905,-0.000876257,0.746904,0,3.43513e-07,-3.23347e-06,3.25146e-06,119.531,2,1.7616e-06,-1.65819e-05,2.77042e-15,2.75045e-14,2195.44,269.525,0,8.45672e-13,9.25702e-06,-3.01809e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.746905,-0.000876257,0.746904,0,4.91578e-07,-4.55225e-06,4.57843e-06,169.531,3,2.52091e-06,-2.33449e-05,3.75283e-15,4.20275e-14,3178.28,269.607,0,7.664e-13,1.31368e-05,-4.27573e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.746905,-0.000876257,0.746904,0,6.39518e-07,-5.86919e-06,5.90355e-06,219.531,4,3.27958e-06,-3.00984e-05,4.6389e-15,5.54745e-14,4162,269.675,0,6.93112e-13,1.7014e-05,-5.53262e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.746905,-0.000876257,0.746904,0,7.87431e-07,-7.18576e-06,7.22832e-06,269.531,5,4.03811e-06,-3.68501e-05,5.44056e-15,6.7318e-14,5145.87,269.732,0,6.28478e-13,2.08907e-05,-6.78937e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.746905,-0.000876257,0.746904,0,9.35339e-07,-8.50227e-06,8.55303e-06,319.531,6,4.79661e-06,-4.36014e-05,6.16996e-15,7.74741e-14,6129.78,269.778,0,5.72887e-13,2.47673e-05,-8.0461e-05,1
7,1.96496e-12,0.001,0.195,0.366433,0.746905,-0.000876257,0.746904,0,1.08325e-06,-9.81876e-06,9.87772e-06,369.531,7,5.55511e-06,-5.03526e-05,6.8381e-15,8.6083e-14,7113.69,269.817,0,5.25576e-13,2.86439e-05,-9.30281e-05,1
8,1.96496e-12,0.001,0.195,0.416014,0.746905,-0.000876257,0.746904,0,1.23115e-06,-1.11353e-05,1.12024e-05,419.531,8,6.3136e-06,-5.71039e-05,7.45433e-15,9.33666e-14,8097.6,269.849,0,4.85369e-13,3.25205e-05,-0.000105595,1
9,1.96496e-12,0.001,0.195,0.465594,0.746905,-0.000876257,0.746904,0,1.37906e-06,-1.24517e-05,1.25271e-05,469.531,9,7.0721e-06,-6.38551e-05,8.02626e-15,9.95738e-14,9081.51,269.875,0,4.50964e-13,3.63971e-05,-0.000118162,1
10,1.96496e-12,0.001,0.195,0.515175,0.746905,-0.000876257,0.746904,0,1.52697e-06,-1.37682e-05,1.38518e-05,519.531,10,7.83059e-06,-7.06064e-05,8.56009e-15,1.04907e-13,10065.4,269.896,0,4.21302e-13,4.02737e-05,-0.00013073,1
11,1.96496e-12,0.001,0.195,0.564756,0.746905,-0.000876257,0.746904,0,1.67487e-06,-1.50847e-05,1.51765e-05,569.531,11,8.58909e-06,-7.73576e-05,9.06123e-15,1.09461e-13,11049.3,269.914,0,3.95801e-13,4.41503e-05,-0.000143297,1
12,1.96496e-12,0.001,0.195,0.614337,0.746905,-0.000876257,0.746904,0,1.82278e-06,-1.64012e-05,1.65012e-05,619.531,12,9.34758e-06,-8.41088e-05,9.54401e-15,1.11807e-13,12033.3,269.929,0,3.81533e-13,4.80269e-05,-0.000155864,1
13,1.96496e-12,0.001,0.195,0.663918,0.746905,-0.000876257,0.746904,0,1.97069e-06,-1.77177e-05,1.78259e-05,669.531,13,1.01061e-05,-9.08601e-05,1.00114e-14,1.13736e-13,13017.2,269.941,0,3.69564e-13,5.19035e-05,-0.000168431,1
14,1.96496e-12,0.001,0.195,0.713498,0.746905,-0.000876257,0.746904,0,2.11859e-06,-1.90342e-05,1.91506e-05,719.531,14,1.08646e-05,-9.76113e-05,1.04666e-14,1.15205e-13,14001.1,269.952,0,3.60116e-13,5.57801e-05,-0.000180998,1
15,1.96496e-12,0.001,0.195,0.763079,0.746905,-0.000876257,0.746904,0,2.2665e-06,-2.03507e-05,2.04753e-05,769.531,15,1.16231e-05,-0.000104363,1.09122e-14,1.16317e-13,14985,269.96,0,3.52564e-13,5.96567e-05,-0.000193565,1
16,1.96496e-12,0.001,0.195,0.81266,0.746905,-0.000876257,0.746904,0,2.41441e-06,-2.16672e-05,2.18e-05,819.531,16,1.23816e-05,-0.000111114,1.13497e-14,1.1718e-13,15968.9,269.967,0,3.46323e-13,6.35333e-05,-0.000206133,1
17,1.96496e-12,0.001,0.195,0.862241,0.746905,-0.000876257,0.746904,0,2.56231e-06,-2.29837e-05,2.31246e-05,869.531,17,1.31401e-05,-0.000117865,1.17804e-14,1.17853e-13,16952.8,269.972,0,3.41094e-13,6.74099e-05,-0.0002187,1
18,1.96496e-12,0.001,0.195,0.911822,0.746905,-0.000876257,0.746904,0,2.71022e-06,-2.43002e-05,2.44493e-05,919.531,18,1.38986e-05,-0.000124616,1.22056e-14,1.18357e-13,17936.7,269.977,0,3.36741e-13,7.12865e-05,-0.000231267,1
19,1.96496e-12,0.001,0.195,0.961402,0.746905,-0.000876257,0.746904,0,2.85813e-06,-2.56167e-05,2.5774e-05,969.531,19,1.46571e-05,-0.000131368,1.26262e-14,1.18718e-13,18920.6,269.981,0,3.33136e-13,7.51631e-05,-0.000243834,1
20,1.96496e-12,0.001,0.195,1.01098,0.746905,-0.000876257,0.746904,0,3.00603e-06,-2.69332e-05,2.70987e-05,1019.53,20,1.54155e-05,-0.000138119,1.30429e-14,1.18951e-13,19904.6,269.984,0,3.3018e-13,7.90397e-05,-0.000256401,1
21,1.96496e-12,0.001,0.195,1.06056,0.746905,-0.000876257,0.746904,0,3.15394e-06,-2.82496e-05,2.84234e-05,1069.53,21,1.6174e-05,-0.00014487,1.34566e-14,1.19072e-13,20888.5,269.987,0,3.27791e-13,8.29162e-05,-0.000268968,1
22,1.96496e-12,0.001,0.195,1.11014,0.746905,-0.000876257,0.746904,0,3.30184e-06,-2.95661e-05,2.97481e-05,1119.53,22,1.69325e-05,-0.000151621,1.38679e-14,1.19091e-13,21872.4,269.989,0,3.25904e-13,8.67928e-05,-0.000281535,1
23,1.96496e-12,0.001,0.195,1.15973,0.746905,-0.000876257,0.746904,0,3.44975e-06,-3.08826e-05,3.10728e-05,1169.53,23,1.7691e-05,-0.000158372,1.42773e-14,1.19017e-13,22856.3,269.991,0,3.24461e-13,9.06694e-05,-0.000294103,1
24,1.96496e-12,0.001,0.195,1.20931,0.746905,-0.000876257,0.746904,0,3.59766e-06,-3.21991e-05,3.23975e-05,1219.53,24,1.84495e-05,-0.000165124,1.46853e-14,1.18858e-13,23840.2,269.992,0,3.23416e-13,9.4546e-05,-0.00030667,1
25,1.96496e-12,0.001,0.195,1.25889,0.746905,-0.000876257,0.746904,0,3.74556e-06,-3.35156e-05,3.37222e-05,1269.53,25,1.9208e-05,-0.000171875,1.50924e-14,1.18619e-13,24824.1,269.994,0,3.22726e-13,9.84226e-05,-0.000319237,1
26,1.96496e-12,0.001,0.195,1.30847,0.746905,-0.000876257,0.746904,0,3.89347e-06,-3.48321e-05,3.50469e-05,1319.53,26,1.99665e-05,-0.000178626,1.5499e-14,1.18307e-13,25808,269.995,0,3.22355e-13,0.000102299,-0.000331804,1
27,1.96496e-12,0.001,0.195,1.35805,0.746905,-0.000876257,0.746904,0,4.04138e-06,-3.61486e-05,3.63716e-05,1369.53,27,2.0725e-05,-0.000185377,1.59056e-14,1.17925e-13,26791.9,269.996,0,3.22272e-13,0.000106176,-0.000344371,1
28,1.96496e-12,0.001,0.195,1.40763,0.746905,-0.000876257,0.746904,0,4.18928e-06,-3.74651e-05,3.76963e-05,1419.53,28,2.14835e-05,-0.000192129,1.63123e-14,1.17478e-13,27775.8,269.996,0,3.22449e-13,0.000110052,-0.000356938,1
29,1.96496e-12,0.001,0.195,1.45721,0.746905,-0.000876257,0.746904,0,4.33719e-06,-3.87816e-05,3.9021e-05,1469.53,29,2.2242e-05,-0.00019888,1.67195e-14,1.16969e-13,28759.8,269.997,0,3.22861e-13,0.000113929,-0.000369506,1
30,1.96496e-12,0.001,0.195,1.50679,0.746905,-0.000876257,0.746904,0,4.4851e-06,-4.00981e-05,4.03457e-05,1519.53,30,2.30005e-05,-0.000205631,1.71274e-14,1.164e-13,29743.7,269.997,0,3.23485e-13,0.000117806,-0.000382073,1
