"Time","KS (id=7 block=1)","MULR (id=7 block=1)","PHI (id=7 block=1)","PVI (id=7 block=1)","Point Coordinates_Magnitude (id=7 block=1)","Point Coordinates_X (id=7 block=1)","Point Coordinates_Y (id=7 block=1)","Point Coordinates_Z (id=7 block=1)","QL1 (id=7 block=1)","QL2 (id=7 block=1)","QLABS (id=7 block=1)","TIME (id=7 block=1)","Time (id=7 block=1)","WL1 (id=7 block=1)","WL2 (id=7 block=1)","n_A_irr (id=7 block=1)","n_A_rev (id=7 block=1)","p (id=7 block=1)","qm (id=7 block=1)","rhoFs (id=7 block=1)","s_G (id=7 block=1)","u_x (id=7 block=1)","u_y (id=7 block=1)","vtkValidPointMask (id=7 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.24744,0.999124,0.746904,0,2.57966e-08,-8.99249e-08,9.35333e-08,19.531,0,1.3229e-07,-4.61153e-07,4.9169e-16,2.51067e-16,63.9103,269.304,0,9.96406e-13,5.60969e-07,-1.18062e-06,1
1,1.96496e-12,0.001,0.195,0.068948,1.24744,0.999124,0.746904,0,9.73231e-08,-4.25345e-07,4.36294e-07,69.531,1,4.99093e-07,-2.18125e-06,1.75265e-15,3.01635e-15,308.229,269.425,0,9.76194e-13,2.01612e-06,-5.01466e-06,1
2,1.96496e-12,0.001,0.195,0.118529,1.24744,0.999124,0.746904,0,1.65998e-07,-7.70197e-07,7.87815e-07,119.531,2,8.51274e-07,-3.94973e-06,2.97464e-15,6.98757e-15,563.762,269.525,0,9.49912e-13,3.43829e-06,-8.91995e-06,1
3,1.96496e-12,0.001,0.195,0.16811,1.24744,0.999124,0.746904,0,2.33956e-07,-1.11652e-06,1.14067e-06,169.531,3,1.19977e-06,-5.72574e-06,4.1548e-15,1.16154e-14,821.428,269.607,0,9.20408e-13,4.85262e-06,-1.28367e-05,1
4,1.96496e-12,0.001,0.195,0.21769,1.24744,0.999124,0.746904,0,3.01762e-07,-1.46309e-06,1.49377e-06,219.531,4,1.5475e-06,-7.50304e-06,5.2924e-15,1.65289e-14,1079.5,269.675,0,8.89602e-13,6.26533e-06,-1.67554e-05,1
5,1.96496e-12,0.001,0.195,0.267271,1.24744,0.999124,0.746904,0,3.69539e-07,-1.80971e-06,1.84691e-06,269.531,5,1.89507e-06,-9.28057e-06,6.38807e-15,2.14874e-14,1337.65,269.732,0,8.58738e-13,7.67772e-06,-2.06745e-05,1
6,1.96496e-12,0.001,0.195,0.316852,1.24744,0.999124,0.746904,0,4.3731e-07,-2.15634e-06,2.20006e-06,319.531,6,2.24261e-06,-1.10581e-05,7.44332e-15,2.63421e-14,1595.81,269.778,0,8.28582e-13,9.09005e-06,-2.45936e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.24744,0.999124,0.746904,0,5.0508e-07,-2.50296e-06,2.55322e-06,369.531,7,2.59015e-06,-1.28357e-05,8.46007e-15,3.10065e-14,1853.98,269.817,0,7.99576e-13,1.05024e-05,-2.85128e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.24744,0.999124,0.746904,0,5.7285e-07,-2.84959e-06,2.90638e-06,419.531,8,2.93769e-06,-1.46133e-05,9.44044e-15,3.54358e-14,2112.15,269.849,0,7.71946e-13,1.19147e-05,-3.24319e-05,1
9,1.96496e-12,0.001,0.195,0.465594,1.24744,0.999124,0.746904,0,6.40619e-07,-3.19622e-06,3.25954e-06,469.531,9,3.28523e-06,-1.63909e-05,1.03866e-14,3.96118e-14,2370.31,269.875,0,7.4578e-13,1.3327e-05,-3.63511e-05,1
10,1.96496e-12,0.001,0.195,0.515175,1.24744,0.999124,0.746904,0,7.08389e-07,-3.54285e-06,3.6127e-06,519.531,10,3.63276e-06,-1.81684e-05,1.13006e-14,4.35328e-14,2628.48,269.896,0,7.21082e-13,1.47393e-05,-4.02702e-05,1
