"Time","KS (id=5 block=1)","MULR (id=5 block=1)","PHI (id=5 block=1)","PVI (id=5 block=1)","Point Coordinates_Magnitude (id=5 block=1)","Point Coordinates_X (id=5 block=1)","Point Coordinates_Y (id=5 block=1)","Point Coordinates_Z (id=5 block=1)","QL1 (id=5 block=1)","QL2 (id=5 block=1)","QLABS (id=5 block=1)","TIME (id=5 block=1)","Time (id=5 block=1)","WL1 (id=5 block=1)","WL2 (id=5 block=1)","n_A_irr (id=5 block=1)","n_A_rev (id=5 block=1)","p (id=5 block=1)","qm (id=5 block=1)","rhoFs (id=5 block=1)","s_G (id=5 block=1)","u_x (id=5 block=1)","u_y (id=5 block=1)","vtkValidPointMask (id=5 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.746905,-0.000876257,0.746904,0,6.07051e-08,-7.11472e-07,7.14e-07,19.531,0,3.11308e-07,-3.64857e-06,4.88265e-16,1.9366e-15,355.948,269.304,0,9.87778e-13,1.91066e-06,-6.41456e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.746905,-0.000876257,0.746904,0,2.59924e-07,-2.54045e-06,2.55354e-06,69.531,1,1.33294e-06,-1.3028e-05,1.65373e-15,1.74332e-14,1623.15,269.425,0,9.02726e-13,7.15412e-06,-2.34254e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.746905,-0.000876257,0.746904,0,4.58017e-07,-4.3113e-06,4.33528e-06,119.531,2,2.3488e-06,-2.21092e-05,2.68808e-15,3.56316e-14,2927.25,269.525,0,8.04386e-13,1.23427e-05,-4.02412e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.746905,-0.000876257,0.746904,0,6.55438e-07,-6.06967e-06,6.10457e-06,169.531,3,3.36122e-06,-3.11265e-05,3.59759e-15,5.32472e-14,4237.71,269.607,0,7.09624e-13,1.75157e-05,-5.70097e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.746905,-0.000876257,0.746904,0,8.52691e-07,-7.82558e-06,7.8714e-06,219.531,4,4.37278e-06,-4.01312e-05,4.39797e-15,6.87675e-14,5549.33,269.675,0,6.26158e-13,2.26853e-05,-7.37683e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.746905,-0.000876257,0.746904,0,1.04991e-06,-9.58102e-06,9.63777e-06,269.531,5,5.38415e-06,-4.91334e-05,5.10716e-15,8.17785e-14,6861.16,269.732,0,5.56052e-13,2.78543e-05,-9.0525e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.746905,-0.000876257,0.746904,0,1.24712e-06,-1.13364e-05,1.1404e-05,319.531,6,6.39548e-06,-5.81352e-05,5.7417e-15,9.24352e-14,8173.04,269.778,0,4.98444e-13,3.30231e-05,-0.000107281,1
7,1.96496e-12,0.001,0.195,0.366433,0.746905,-0.000876257,0.746904,0,1.44433e-06,-1.30917e-05,1.31703e-05,369.531,7,7.40681e-06,-6.71369e-05,6.31527e-15,1.01137e-13,9484.92,269.817,0,4.51244e-13,3.81919e-05,-0.000124038,1
8,1.96496e-12,0.001,0.195,0.416014,0.746905,-0.000876257,0.746904,0,1.64154e-06,-1.4847e-05,1.49366e-05,419.531,8,8.41814e-06,-7.61385e-05,6.83961e-15,1.0813e-13,10796.8,269.849,0,4.13056e-13,4.33607e-05,-0.000140794,1
9,1.96496e-12,0.001,0.195,0.465594,0.746905,-0.000876257,0.746904,0,1.83875e-06,-1.66023e-05,1.67028e-05,469.531,9,9.42946e-06,-8.51402e-05,7.33497e-15,1.1196e-13,12108.7,269.875,0,3.90632e-13,4.85295e-05,-0.00015755,1
10,1.96496e-12,0.001,0.195,0.515175,0.746905,-0.000876257,0.746904,0,2.03595e-06,-1.83577e-05,1.84691e-05,519.531,10,1.04408e-05,-9.41418e-05,7.80742e-15,1.14976e-13,13420.6,269.896,0,3.72908e-13,5.36983e-05,-0.000174306,1
11,1.96496e-12,0.001,0.195,0.564756,0.746905,-0.000876257,0.746904,0,2.23316e-06,-2.0113e-05,2.02353e-05,569.531,11,1.14521e-05,-0.000103143,8.26395e-15,1.16985e-13,14732.5,269.914,0,3.60618e-13,5.88671e-05,-0.000191062,1
12,1.96496e-12,0.001,0.195,0.614337,0.746905,-0.000876257,0.746904,0,2.43037e-06,-2.18683e-05,2.20016e-05,619.531,12,1.24634e-05,-0.000112145,8.70865e-15,1.18402e-13,16044.3,269.929,0,3.51497e-13,6.40359e-05,-0.000207819,1
13,1.96496e-12,0.001,0.195,0.663918,0.746905,-0.000876257,0.746904,0,2.62758e-06,-2.36236e-05,2.37678e-05,669.531,13,1.34748e-05,-0.000121147,9.14429e-15,1.1942e-13,17356.2,269.941,0,3.44513e-13,6.92047e-05,-0.000224575,1
14,1.96496e-12,0.001,0.195,0.713498,0.746905,-0.000876257,0.746904,0,2.82479e-06,-2.53789e-05,2.55341e-05,719.531,14,1.44861e-05,-0.000130148,9.57298e-15,1.20123e-13,18668.1,269.952,0,3.39176e-13,7.43735e-05,-0.000241331,1
15,1.96496e-12,0.001,0.195,0.763079,0.746905,-0.000876257,0.746904,0,3.022e-06,-2.71343e-05,2.73003e-05,769.531,15,1.54974e-05,-0.00013915,9.99641e-15,1.20574e-13,19980,269.96,0,3.35141e-13,7.95422e-05,-0.000258087,1
16,1.96496e-12,0.001,0.195,0.81266,0.746905,-0.000876257,0.746904,0,3.21921e-06,-2.88896e-05,2.90666e-05,819.531,16,1.65088e-05,-0.000148152,1.0416e-14,1.20815e-13,21291.9,269.967,0,3.32171e-13,8.4711e-05,-0.000274843,1
17,1.96496e-12,0.001,0.195,0.862241,0.746905,-0.000876257,0.746904,0,3.41642e-06,-3.06449e-05,3.08329e-05,869.531,17,1.75201e-05,-0.000157153,1.08328e-14,1.20876e-13,22603.8,269.972,0,3.30096e-13,8.98798e-05,-0.0002916,1
