"Time","KS (id=3 block=1)","MULR (id=3 block=1)","PHI (id=3 block=1)","PVI (id=3 block=1)","Point Coordinates_Magnitude (id=3 block=1)","Point Coordinates_X (id=3 block=1)","Point Coordinates_Y (id=3 block=1)","Point Coordinates_Z (id=3 block=1)","QL1 (id=3 block=1)","QL2 (id=3 block=1)","QLABS (id=3 block=1)","TIME (id=3 block=1)","Time (id=3 block=1)","WL1 (id=3 block=1)","WL2 (id=3 block=1)","n_A_irr (id=3 block=1)","n_A_rev (id=3 block=1)","p (id=3 block=1)","qm (id=3 block=1)","rhoFs (id=3 block=1)","s_G (id=3 block=1)","u_x (id=3 block=1)","u_y (id=3 block=1)","vtkValidPointMask (id=3 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.901388,0.5,0.75,0,1.29414e-07,-6.01806e-07,6.15565e-07,19.531,0,6.63663e-07,-3.08619e-06,4.88836e-16,1.6567e-15,314.529,269.304,0,9.8921e-13,3.00433e-06,-5.81332e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.901388,0.5,0.75,0,4.97675e-07,-2.33797e-06,2.39038e-06,69.531,1,2.55218e-06,-1.19896e-05,1.66238e-15,1.62107e-14,1454.96,269.425,0,9.0895e-13,1.09574e-05,-2.25337e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.901388,0.5,0.75,0,8.55385e-07,-4.05578e-06,4.14504e-06,119.531,2,4.38659e-06,-2.07988e-05,2.70811e-15,3.38831e-14,2634.49,269.525,0,8.13225e-13,1.87724e-05,-3.92794e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.901388,0.5,0.75,0,1.21031e-06,-5.7687e-06,5.89436e-06,169.531,3,6.2067e-06,-2.95831e-05,3.63011e-15,5.13015e-14,3821.08,269.607,0,7.19349e-13,2.65532e-05,-5.60207e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.901388,0.5,0.75,0,1.56464e-06,-7.48059e-06,7.64256e-06,219.531,4,8.02377e-06,-3.8362e-05,4.44273e-15,6.68235e-14,5009,269.675,0,6.35711e-13,3.43268e-05,-7.27604e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.901388,0.5,0.75,0,1.91884e-06,-9.19228e-06,9.39053e-06,269.531,5,9.84023e-06,-4.71399e-05,5.16324e-15,7.99316e-14,6197.16,269.732,0,5.64904e-13,4.2099e-05,-8.94997e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.901388,0.5,0.75,0,2.27303e-06,-1.09039e-05,1.11385e-05,319.531,6,1.16566e-05,-5.59176e-05,5.80793e-15,9.07175e-14,7385.36,269.778,0,5.06393e-13,4.9871e-05,-0.000106239,1
7,1.96496e-12,0.001,0.195,0.366433,0.901388,0.5,0.75,0,2.62721e-06,-1.26156e-05,1.28864e-05,369.531,7,1.34729e-05,-6.46953e-05,6.39058e-15,9.95212e-14,8573.58,269.817,0,4.58368e-13,5.76429e-05,-0.000122978,1
8,1.96496e-12,0.001,0.195,0.416014,0.901388,0.5,0.75,0,2.98139e-06,-1.43272e-05,1.46343e-05,419.531,8,1.52892e-05,-7.34729e-05,6.92239e-15,1.06704e-13,9761.8,269.849,0,4.18912e-13,6.54147e-05,-0.000139717,1
9,1.96496e-12,0.001,0.195,0.465594,0.901388,0.5,0.75,0,3.33557e-06,-1.60389e-05,1.63822e-05,469.531,9,1.71055e-05,-8.22505e-05,7.4141e-15,1.12386e-13,10950,269.875,0,3.87746e-13,7.31866e-05,-0.000156457,1
