"Time","KS (id=1 block=1)","MULR (id=1 block=1)","PHI (id=1 block=1)","PVI (id=1 block=1)","Point Coordinates_Magnitude (id=1 block=1)","Point Coordinates_X (id=1 block=1)","Point Coordinates_Y (id=1 block=1)","Point Coordinates_Z (id=1 block=1)","QL1 (id=1 block=1)","QL2 (id=1 block=1)","QLABS (id=1 block=1)","TIME (id=1 block=1)","Time (id=1 block=1)","WL1 (id=1 block=1)","WL2 (id=1 block=1)","n_A_irr (id=1 block=1)","n_A_rev (id=1 block=1)","p (id=1 block=1)","qm (id=1 block=1)","rhoFs (id=1 block=1)","s_G (id=1 block=1)","u_x (id=1 block=1)","u_y (id=1 block=1)","vtkValidPointMask (id=1 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.559017,0.25,0.5,0,3.88635e-08,-6.31979e-08,7.42024e-08,19.531,0,1.993e-07,-3.24092e-07,4.91796e-16,1.98783e-16,67.7099,269.304,0,9.96673e-13,5.69831e-07,-1.49295e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.559017,0.25,0.5,0,1.84692e-07,-2.69832e-07,3.27018e-07,69.531,1,9.4714e-07,-1.38376e-06,1.77148e-15,2.26022e-15,322.044,269.425,0,9.79977e-13,2.2839e-06,-5.88516e-06,1
2,1.96496e-12,0.001,0.195,0.118529,0.559017,0.25,0.5,0,3.33221e-07,-4.76476e-07,5.81483e-07,119.531,2,1.70882e-06,-2.44347e-06,3.00499e-15,5.21515e-15,586.487,269.525,0,9.58847e-13,4.0025e-06,-1.02857e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.559017,0.25,0.5,0,4.81972e-07,-6.8282e-07,8.35856e-07,169.531,3,2.47165e-06,-3.50164e-06,4.2043e-15,8.65759e-15,852.77,269.607,0,9.35315e-13,5.72032e-06,-1.46847e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.559017,0.25,0.5,0,6.30739e-07,-8.89083e-07,1.09018e-06,219.531,4,3.23456e-06,-4.5594e-06,5.36887e-15,1.23366e-14,1119.4,269.675,0,9.10681e-13,7.43785e-06,-1.90831e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.559017,0.25,0.5,0,7.79508e-07,-1.09533e-06,1.34449e-06,269.531,5,3.99748e-06,-5.61707e-06,6.49909e-15,1.60878e-14,1386.09,269.732,0,8.85794e-13,9.15532e-06,-2.34813e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.559017,0.25,0.5,0,9.28276e-07,-1.30157e-06,1.59881e-06,319.531,6,4.76039e-06,-6.67472e-06,7.59589e-15,1.98066e-14,1652.79,269.778,0,8.61193e-13,1.08728e-05,-2.78796e-05,1
7,1.96496e-12,0.001,0.195,0.366433,0.559017,0.25,0.5,0,1.07704e-06,-1.50781e-06,1.85312e-06,369.531,7,5.5233e-06,-7.73237e-06,8.6605e-15,2.34288e-14,1919.5,269.817,0,8.37206e-13,1.25902e-05,-3.22778e-05,1
8,1.96496e-12,0.001,0.195,0.416014,0.559017,0.25,0.5,0,1.22581e-06,-1.71405e-06,2.10743e-06,419.531,8,6.28622e-06,-8.79001e-06,9.69432e-15,2.69177e-14,2186.21,269.849,0,8.14019e-13,1.43077e-05,-3.6676e-05,1
9,1.96496e-12,0.001,0.195,0.465594,0.559017,0.25,0.5,0,1.37458e-06,-1.92029e-06,2.36175e-06,469.531,9,7.04913e-06,-9.84766e-06,1.06988e-14,3.02542e-14,2452.91,269.875,0,7.91728e-13,1.60251e-05,-4.10742e-05,1
