"Time","KS (id=0 block=1)","MULR (id=0 block=1)","PHI (id=0 block=1)","PVI (id=0 block=1)","Point Coordinates_Magnitude (id=0 block=1)","Point Coordinates_X (id=0 block=1)","Point Coordinates_Y (id=0 block=1)","Point Coordinates_Z (id=0 block=1)","QL1 (id=0 block=1)","QL2 (id=0 block=1)","QLABS (id=0 block=1)","TIME (id=0 block=1)","Time (id=0 block=1)","WL1 (id=0 block=1)","WL2 (id=0 block=1)","n_A_irr (id=0 block=1)","n_A_rev (id=0 block=1)","p (id=0 block=1)","qm (id=0 block=1)","rhoFs (id=0 block=1)","s_G (id=0 block=1)","u_x (id=0 block=1)","u_y (id=0 block=1)","vtkValidPointMask (id=0 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.707107,0.5,0.5,0,6.20013e-08,-1.81681e-07,1.91974e-07,19.531,0,3.17955e-07,-9.31696e-07,4.91183e-16,5.02222e-16,127.064,269.304,0,9.9512e-13,1.21986e-06,-2.85503e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.707107,0.5,0.5,0,2.92374e-07,-8.15479e-07,8.66311e-07,69.531,1,1.49935e-06,-4.18194e-06,1.73278e-15,5.91715e-15,602.969,269.425,0,9.61412e-13,4.84696e-06,-1.15628e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.707107,0.5,0.5,0,5.24721e-07,-1.45792e-06,1.54947e-06,119.531,2,2.69088e-06,-7.47649e-06,2.91274e-15,1.33993e-14,1098.49,269.525,0,9.17323e-13,8.47249e-06,-2.03438e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.707107,0.5,0.5,0,7.56898e-07,-2.10124e-06,2.23341e-06,169.531,3,3.88153e-06,-1.07756e-05,4.02675e-15,2.17808e-14,1597.64,269.607,0,8.68885e-13,1.2094e-05,-2.91331e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.707107,0.5,0.5,0,9.88992e-07,-2.74468e-06,2.91743e-06,219.531,4,5.07176e-06,-1.40753e-05,5.07524e-15,3.03057e-14,2097.49,269.675,0,8.19986e-13,1.57143e-05,-3.79236e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.707107,0.5,0.5,0,1.22107e-06,-3.38813e-06,3.60145e-06,269.531,5,6.26189e-06,-1.7375e-05,6.06135e-15,3.85246e-14,2597.46,269.732,0,7.72929e-13,1.93345e-05,-4.67143e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.707107,0.5,0.5,0,1.45314e-06,-4.03159e-06,4.28548e-06,319.531,6,7.452e-06,-2.06748e-05,6.9896e-15,4.62007e-14,3097.46,269.778,0,7.28914e-13,2.29546e-05,-5.5505e-05,1
7,1.96496e-12,0.001,0.195,0.366433,0.707107,0.5,0.5,0,1.68521e-06,-4.67504e-06,4.96951e-06,369.531,7,8.6421e-06,-2.39746e-05,7.86495e-15,5.32355e-14,3597.46,269.817,0,6.88428e-13,2.65747e-05,-6.42957e-05,1
8,1.96496e-12,0.001,0.195,0.416014,0.707107,0.5,0.5,0,1.91728e-06,-5.3185e-06,5.65353e-06,419.531,8,9.83221e-06,-2.72743e-05,8.69234e-15,5.96145e-14,4097.46,269.849,0,6.51527e-13,3.01948e-05,-7.30864e-05,1
9,1.96496e-12,0.001,0.195,0.465594,0.707107,0.5,0.5,0,2.14935e-06,-5.96195e-06,6.33756e-06,469.531,9,1.10223e-05,-3.05741e-05,9.47636e-15,6.53691e-14,4597.47,269.875,0,6.1803e-13,3.38148e-05,-8.18771e-05,1
10,1.96496e-12,0.001,0.195,0.515175,0.707107,0.5,0.5,0,2.38142e-06,-6.60541e-06,7.02158e-06,519.531,10,1.22124e-05,-3.38739e-05,1.02212e-14,7.0553e-14,5097.47,269.896,0,5.87644e-13,3.74349e-05,-9.06678e-05,1
11,1.96496e-12,0.001,0.195,0.564756,0.707107,0.5,0.5,0,2.61349e-06,-7.24886e-06,7.70561e-06,569.531,11,1.34025e-05,-3.71737e-05,1.09305e-14,7.52271e-14,5597.47,269.914,0,5.60039e-13,4.1055e-05,-9.94585e-05,1
12,1.96496e-12,0.001,0.195,0.614337,0.707107,0.5,0.5,0,2.84556e-06,-7.89232e-06,8.38964e-06,619.531,12,1.45926e-05,-4.04734e-05,1.16076e-14,7.94514e-14,6097.48,269.929,0,5.34894e-13,4.46751e-05,-0.000108249,1
