"Time","KS (id=7 block=1)","MULR (id=7 block=1)","PHI (id=7 block=1)","PVI (id=7 block=1)","Point Coordinates_Magnitude (id=7 block=1)","Point Coordinates_X (id=7 block=1)","Point Coordinates_Y (id=7 block=1)","Point Coordinates_Z (id=7 block=1)","QL1 (id=7 block=1)","QL2 (id=7 block=1)","QLABS (id=7 block=1)","TIME (id=7 block=1)","Time (id=7 block=1)","WL1 (id=7 block=1)","WL2 (id=7 block=1)","n_A_irr (id=7 block=1)","n_A_rev (id=7 block=1)","p (id=7 block=1)","qm (id=7 block=1)","rhoFs (id=7 block=1)","s_G (id=7 block=1)","u_x (id=7 block=1)","u_y (id=7 block=1)","vtkValidPointMask (id=7 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.24744,0.999124,0.746904,0,5.15932e-08,-1.7985e-07,1.87067e-07,19.531,0,2.64581e-07,-9.22307e-07,4.91181e-16,5.02076e-16,127.821,269.304,0,9.95121e-13,1.12194e-06,-2.36124e-06,1
1,1.96496e-12,0.001,0.195,0.068948,1.24744,0.999124,0.746904,0,1.94646e-07,-8.50689e-07,8.72589e-07,69.531,1,9.98185e-07,-4.36251e-06,1.7323e-15,5.98958e-15,616.458,269.425,0,9.61042e-13,4.03224e-06,-1.00293e-05,1
2,1.96496e-12,0.001,0.195,0.118529,1.24744,0.999124,0.746904,0,3.31997e-07,-1.54039e-06,1.57563e-06,119.531,2,1.70255e-06,-7.89946e-06,2.9105e-15,1.36669e-14,1127.52,269.525,0,9.15964e-13,6.87659e-06,-1.78399e-05,1
3,1.96496e-12,0.001,0.195,0.16811,1.24744,0.999124,0.746904,0,4.67911e-07,-2.23304e-06,2.28135e-06,169.531,3,2.39954e-06,-1.14515e-05,4.02115e-15,2.22967e-14,1642.86,269.607,0,8.66275e-13,9.70524e-06,-2.56733e-05,1
4,1.96496e-12,0.001,0.195,0.21769,1.24744,0.999124,0.746904,0,6.03524e-07,-2.92619e-06,2.98754e-06,219.531,4,3.095e-06,-1.50061e-05,5.06467e-15,3.1076e-14,2159,269.675,0,8.16114e-13,1.25307e-05,-3.35108e-05,1
5,1.96496e-12,0.001,0.195,0.267271,1.24744,0.999124,0.746904,0,7.39078e-07,-3.61942e-06,3.69382e-06,269.531,5,3.79014e-06,-1.85611e-05,6.04438e-15,3.95279e-14,2675.3,269.732,0,7.67924e-13,1.53554e-05,-4.13489e-05,1
6,1.96496e-12,0.001,0.195,0.316852,1.24744,0.999124,0.746904,0,8.7462e-07,-4.31267e-06,4.40013e-06,319.531,6,4.48523e-06,-2.21163e-05,6.96504e-15,4.74037e-14,3191.62,269.778,0,7.22972e-13,1.81801e-05,-4.91872e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.24744,0.999124,0.746904,0,1.01016e-06,-5.00593e-06,5.10644e-06,369.531,7,5.18031e-06,-2.56714e-05,7.8319e-15,5.46027e-14,3707.96,269.817,0,6.8176e-13,2.10047e-05,-5.70255e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.24744,0.999124,0.746904,0,1.1457e-06,-5.69918e-06,5.81276e-06,419.531,8,5.87538e-06,-2.92266e-05,8.65012e-15,6.11131e-14,4224.29,269.849,0,6.4433e-13,2.38294e-05,-6.48638e-05,1
9,1.96496e-12,0.001,0.195,0.465594,1.24744,0.999124,0.746904,0,1.28124e-06,-6.39244e-06,6.51908e-06,469.531,9,6.57045e-06,-3.27817e-05,9.42454e-15,6.6972e-14,4740.62,269.875,0,6.10474e-13,2.6654e-05,-7.27022e-05,1
10,1.96496e-12,0.001,0.195,0.515175,1.24744,0.999124,0.746904,0,1.41678e-06,-7.0857e-06,7.2254e-06,519.531,10,7.26553e-06,-3.63369e-05,1.01595e-14,7.22388e-14,5256.96,269.896,0,5.79871e-13,2.94786e-05,-8.05405e-05,1
