"Time","KS (id=0 block=1)","MULR (id=0 block=1)","PHI (id=0 block=1)","PVI (id=0 block=1)","Point Coordinates_Magnitude (id=0 block=1)","Point Coordinates_X (id=0 block=1)","Point Coordinates_Y (id=0 block=1)","Point Coordinates_Z (id=0 block=1)","QL1 (id=0 block=1)","QL2 (id=0 block=1)","QLABS (id=0 block=1)","TIME (id=0 block=1)","Time (id=0 block=1)","WL1 (id=0 block=1)","WL2 (id=0 block=1)","n_A_irr (id=0 block=1)","n_A_rev (id=0 block=1)","p (id=0 block=1)","qm (id=0 block=1)","rhoFs (id=0 block=1)","s_G (id=0 block=1)","u_x (id=0 block=1)","u_y (id=0 block=1)","vtkValidPointMask (id=0 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,0.707107,0.5,0.5,0,9.3002e-08,-2.72521e-07,2.87961e-07,19.531,0,4.76933e-07,-1.39754e-06,4.90676e-16,7.53261e-16,190.596,269.304,0,9.93835e-13,1.82978e-06,-4.28255e-06,1
1,1.96496e-12,0.001,0.195,0.068948,0.707107,0.5,0.5,0,4.38561e-07,-1.22322e-06,1.29947e-06,69.531,1,2.24903e-06,-6.27292e-06,1.71301e-15,8.82981e-15,904.454,269.425,0,9.46567e-13,7.27044e-06,-1.73442e-05,1
2,1.96496e-12,0.001,0.195,0.118529,0.707107,0.5,0.5,0,7.87082e-07,-2.18687e-06,2.32421e-06,119.531,2,4.03632e-06,-1.12147e-05,2.85174e-15,1.96913e-14,1647.73,269.525,0,8.85343e-13,1.27087e-05,-3.05156e-05,1
3,1.96496e-12,0.001,0.195,0.16811,0.707107,0.5,0.5,0,1.13535e-06,-3.15187e-06,3.35012e-06,169.531,3,5.82229e-06,-1.61634e-05,3.90289e-15,3.14397e-14,2396.47,269.607,0,8.19936e-13,1.81409e-05,-4.36997e-05,1
4,1.96496e-12,0.001,0.195,0.21769,0.707107,0.5,0.5,0,1.48349e-06,-4.11702e-06,4.37614e-06,219.531,4,7.60763e-06,-2.11129e-05,4.86983e-15,4.29177e-14,3146.23,269.675,0,7.56283e-13,2.35715e-05,-5.68855e-05,1
5,1.96496e-12,0.001,0.195,0.267271,0.707107,0.5,0.5,0,1.8316e-06,-5.0822e-06,5.40218e-06,269.531,5,9.39283e-06,-2.60626e-05,5.75962e-15,5.35164e-14,3896.19,269.732,0,6.97485e-13,2.90017e-05,-7.00715e-05,1
6,1.96496e-12,0.001,0.195,0.316852,0.707107,0.5,0.5,0,2.17971e-06,-6.04738e-06,6.42822e-06,319.531,6,1.1178e-05,-3.10122e-05,6.58065e-15,6.29906e-14,4646.19,269.778,0,6.44766e-13,3.44319e-05,-8.32575e-05,1
7,1.96496e-12,0.001,0.195,0.366433,0.707107,0.5,0.5,0,2.52782e-06,-7.01256e-06,7.45426e-06,369.531,7,1.29632e-05,-3.59619e-05,7.34126e-15,7.13114e-14,5396.19,269.817,0,5.9824e-13,3.9862e-05,-9.64436e-05,1
8,1.96496e-12,0.001,0.195,0.416014,0.707107,0.5,0.5,0,2.87592e-06,-7.97775e-06,8.4803e-06,419.531,8,1.47483e-05,-4.09115e-05,8.04912e-15,7.85619e-14,6146.19,269.849,0,5.57448e-13,4.52921e-05,-0.00010963,1
9,1.96496e-12,0.001,0.195,0.465594,0.707107,0.5,0.5,0,3.22403e-06,-8.94293e-06,9.50634e-06,469.531,9,1.65335e-05,-4.58612e-05,8.71088e-15,8.4871e-14,6896.2,269.875,0,5.21698e-13,5.07223e-05,-0.000122816,1
10,1.96496e-12,0.001,0.195,0.515175,0.707107,0.5,0.5,0,3.57213e-06,-9.90811e-06,1.05324e-05,519.531,10,1.83186e-05,-5.08108e-05,9.33222e-15,9.03756e-14,7646.2,269.896,0,4.90261e-13,5.61524e-05,-0.000136002,1
11,1.96496e-12,0.001,0.195,0.564756,0.707107,0.5,0.5,0,3.92024e-06,-1.08733e-05,1.15584e-05,569.531,11,2.01038e-05,-5.57605e-05,9.9179e-15,9.52029e-14,8396.21,269.914,0,4.62463e-13,6.15825e-05,-0.000149188,1
12,1.96496e-12,0.001,0.195,0.614337,0.707107,0.5,0.5,0,4.26834e-06,-1.18385e-05,1.25845e-05,619.531,12,2.18889e-05,-6.07101e-05,1.04719e-14,9.94609e-14,9146.21,269.929,0,4.37725e-13,6.70127e-05,-0.000162374,1
