"Time","KS (id=6 block=1)","MULR (id=6 block=1)","PHI (id=6 block=1)","PVI (id=6 block=1)","Point Coordinates_Magnitude (id=6 block=1)","Point Coordinates_X (id=6 block=1)","Point Coordinates_Y (id=6 block=1)","Point Coordinates_Z (id=6 block=1)","QL1 (id=6 block=1)","QL2 (id=6 block=1)","QLABS (id=6 block=1)","TIME (id=6 block=1)","Time (id=6 block=1)","WL1 (id=6 block=1)","WL2 (id=6 block=1)","n_A_irr (id=6 block=1)","n_A_rev (id=6 block=1)","p (id=6 block=1)","qm (id=6 block=1)","rhoFs (id=6 block=1)","s_G (id=6 block=1)","u_x (id=6 block=1)","u_y (id=6 block=1)","vtkValidPointMask (id=6 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.60682,1.00683,1.25227,0,1.31038e-07,-1.37791e-07,1.90271e-07,19.531,0,6.71989e-07,-7.0662e-07,4.9113e-16,5.25169e-16,163.62,269.304,0,9.95003e-13,1.61338e-06,-1.10128e-06,1
1,1.96496e-12,0.001,0.195,0.068948,1.60682,1.00683,1.25227,0,4.09068e-07,-5.02088e-07,6.48194e-07,69.531,1,2.09779e-06,-2.57481e-06,1.74155e-15,4.5811e-15,770.68,269.425,0,9.6822e-13,5.29173e-06,-4.38807e-06,1
2,1.96496e-12,0.001,0.195,0.118529,1.60682,1.00683,1.25227,0,6.68242e-07,-8.629e-07,1.09238e-06,119.531,2,3.42688e-06,-4.42513e-06,2.94438e-15,9.90684e-15,1401.78,269.525,0,9.35064e-13,8.82245e-06,-7.70576e-06,1
3,1.96496e-12,0.001,0.195,0.16811,1.60682,1.00683,1.25227,0,9.23569e-07,-1.2229e-06,1.53387e-06,169.531,3,4.73625e-06,-6.2713e-06,4.09708e-15,1.5823e-14,2037.36,269.607,0,8.99043e-13,1.23221e-05,-1.10278e-05,1
4,1.96496e-12,0.001,0.195,0.21769,1.60682,1.00683,1.25227,0,1.17815e-06,-1.58274e-06,1.97491e-06,219.531,4,6.04178e-06,-8.11662e-06,5.19973e-15,2.1905e-14,2673.78,269.675,0,8.62337e-13,1.58156e-05,-1.43505e-05,1
5,1.96496e-12,0.001,0.195,0.267271,1.60682,1.00683,1.25227,0,1.43258e-06,-1.94254e-06,2.41589e-06,269.531,5,7.34658e-06,-9.96177e-06,6.25391e-15,2.78907e-14,3310.36,269.732,0,8.26291e-13,1.93079e-05,-1.76734e-05,1
6,1.96496e-12,0.001,0.195,0.316852,1.60682,1.00683,1.25227,0,1.68699e-06,-2.30234e-06,2.85688e-06,319.531,6,8.65123e-06,-1.18069e-05,7.26205e-15,3.36275e-14,3946.97,269.778,0,7.91675e-13,2.28e-05,-2.09962e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.60682,1.00683,1.25227,0,1.94139e-06,-2.66214e-06,3.29789e-06,369.531,7,9.95586e-06,-1.3652e-05,8.22695e-15,3.90358e-14,4583.59,269.817,0,7.58887e-13,2.62921e-05,-2.43191e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.60682,1.00683,1.25227,0,2.1958e-06,-3.02193e-06,3.73891e-06,419.531,8,1.12605e-05,-1.54971e-05,9.15148e-15,4.40831e-14,5220.2,269.849,0,7.28079e-13,2.97842e-05,-2.7642e-05,1
9,1.96496e-12,0.001,0.195,0.465594,1.60682,1.00683,1.25227,0,2.4502e-06,-3.38173e-06,4.17994e-06,469.531,9,1.25651e-05,-1.73422e-05,1.00385e-14,4.87653e-14,5856.82,269.875,0,6.99257e-13,3.32762e-05,-3.09648e-05,1
