"Time","KS (id=2 block=1)","MULR (id=2 block=1)","PHI (id=2 block=1)","PVI (id=2 block=1)","Point Coordinates_Magnitude (id=2 block=1)","Point Coordinates_X (id=2 block=1)","Point Coordinates_Y (id=2 block=1)","Point Coordinates_Z (id=2 block=1)","QL1 (id=2 block=1)","QL2 (id=2 block=1)","QLABS (id=2 block=1)","TIME (id=2 block=1)","Time (id=2 block=1)","WL1 (id=2 block=1)","WL2 (id=2 block=1)","n_A_irr (id=2 block=1)","n_A_rev (id=2 block=1)","p (id=2 block=1)","qm (id=2 block=1)","rhoFs (id=2 block=1)","s_G (id=2 block=1)","u_x (id=2 block=1)","u_y (id=2 block=1)","vtkValidPointMask (id=2 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.11803,1,0.5,0,6.83125e-08,-2.02765e-07,2.13977e-07,19.531,0,3.5032e-07,-1.03982e-06,4.91073e-16,5.58301e-16,162.969,269.304,0,9.94833e-13,1.32514e-06,-3.68924e-06,1
1,1.96496e-12,0.001,0.195,0.068948,1.11803,1,0.5,0,3.08333e-07,-1.057e-06,1.10112e-06,69.531,1,1.58119e-06,-5.42053e-06,1.72261e-15,7.43898e-15,781.57,269.425,0,9.53655e-13,5.17938e-06,-1.6127e-05,1
2,1.96496e-12,0.001,0.195,0.118529,1.11803,1,0.5,0,5.46658e-07,-1.94899e-06,2.02431e-06,119.531,2,2.80337e-06,-9.99482e-06,2.87822e-15,1.71125e-14,1429.7,269.525,0,8.98438e-13,9.01276e-06,-2.88597e-05,1
3,1.96496e-12,0.001,0.195,0.16811,1.11803,1,0.5,0,7.8395e-07,-2.84747e-06,2.95357e-06,169.531,3,4.02025e-06,-1.46024e-05,3.95265e-15,2.78556e-14,2083.56,269.607,0,8.38067e-13,1.28377e-05,-4.16422e-05,1
4,1.96496e-12,0.001,0.195,0.21769,1.11803,1,0.5,0,1.02098e-06,-3.74712e-06,3.88393e-06,219.531,4,5.23581e-06,-1.9216e-05,4.94767e-15,3.85661e-14,2738.51,269.675,0,7.7821e-13,1.66608e-05,-5.44335e-05,1
5,1.96496e-12,0.001,0.195,0.267271,1.11803,1,0.5,0,1.25796e-06,-4.64699e-06,4.8145e-06,269.531,5,6.45109e-06,-2.38307e-05,5.8688e-15,4.86284e-14,3393.67,269.732,0,7.22023e-13,2.04834e-05,-6.72264e-05,1
6,1.96496e-12,0.001,0.195,0.316852,1.11803,1,0.5,0,1.49493e-06,-5.5469e-06,5.74512e-06,319.531,6,7.66632e-06,-2.84456e-05,6.72319e-15,5.77615e-14,4048.88,269.778,0,6.70931e-13,2.43059e-05,-8.00197e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.11803,1,0.5,0,1.7319e-06,-6.44682e-06,6.67575e-06,369.531,7,8.88153e-06,-3.30606e-05,7.51824e-15,6.58922e-14,4704.09,269.817,0,6.25289e-13,2.81285e-05,-9.2813e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.11803,1,0.5,0,1.96886e-06,-7.34673e-06,7.60638e-06,419.531,8,1.00967e-05,-3.76756e-05,8.26094e-15,7.30619e-14,5359.3,269.849,0,5.84856e-13,3.1951e-05,-0.000105606,1
9,1.96496e-12,0.001,0.195,0.465594,1.11803,1,0.5,0,2.20583e-06,-8.24665e-06,8.53702e-06,469.531,9,1.1312e-05,-4.22905e-05,8.95753e-15,7.93657e-14,6014.51,269.875,0,5.49118e-13,3.57735e-05,-0.0001184,1
10,1.96496e-12,0.001,0.195,0.515175,1.11803,1,0.5,0,2.4428e-06,-9.14657e-06,9.46765e-06,519.531,10,1.25272e-05,-4.69055e-05,9.6134e-15,8.49174e-14,6669.72,269.896,0,5.17467e-13,3.95961e-05,-0.000131193,1
11,1.96496e-12,0.001,0.195,0.564756,1.11803,1,0.5,0,2.67976e-06,-1.00465e-05,1.03983e-05,569.531,11,1.37424e-05,-5.15205e-05,1.02332e-14,8.98162e-14,7324.94,269.914,0,4.89346e-13,4.34186e-05,-0.000143986,1
12,1.96496e-12,0.001,0.195,0.614337,1.11803,1,0.5,0,2.91673e-06,-1.09464e-05,1.13289e-05,619.531,12,1.49576e-05,-5.61354e-05,1.08208e-14,9.41629e-14,7980.15,269.929,0,4.64242e-13,4.72411e-05,-0.00015678,1
