"Time","KS (id=4 block=1)","MULR (id=4 block=1)","PHI (id=4 block=1)","PVI (id=4 block=1)","Point Coordinates_Magnitude (id=4 block=1)","Point Coordinates_X (id=4 block=1)","Point Coordinates_Y (id=4 block=1)","Point Coordinates_Z (id=4 block=1)","QL1 (id=4 block=1)","QL2 (id=4 block=1)","QLABS (id=4 block=1)","TIME (id=4 block=1)","Time (id=4 block=1)","WL1 (id=4 block=1)","WL2 (id=4 block=1)","n_A_irr (id=4 block=1)","n_A_rev (id=4 block=1)","p (id=4 block=1)","qm (id=4 block=1)","rhoFs (id=4 block=1)","s_G (id=4 block=1)","u_x (id=4 block=1)","u_y (id=4 block=1)","vtkValidPointMask (id=4 block=1)"
0,1.96496e-12,0.001,0.195,0.0193672,1.34629,0.5,1.25,0,4.82139e-07,-1.31398e-06,1.39977e-06,19.531,0,2.47251e-06,-6.73838e-06,4.84337e-16,3.87813e-15,516.447,269.304,0,9.77962e-13,4.29266e-06,-3.44421e-06,1
1,1.96496e-12,0.001,0.195,0.068948,1.34629,0.5,1.25,0,1.34773e-06,-3.62773e-06,3.87044e-06,69.531,1,6.91142e-06,-1.86037e-05,1.59177e-15,2.61785e-14,2096.72,269.425,0,8.57971e-13,1.38009e-05,-1.17879e-05,1
2,1.96496e-12,0.001,0.195,0.118529,1.34629,0.5,1.25,0,2.15925e-06,-5.82047e-06,6.20885e-06,119.531,2,1.10731e-05,-2.98486e-05,2.53697e-15,4.90934e-14,3700.63,269.525,0,7.35218e-13,2.29368e-05,-2.00131e-05,1
3,1.96496e-12,0.001,0.195,0.16811,1.34629,0.5,1.25,0,2.96045e-06,-7.99201e-06,8.52377e-06,169.531,3,1.51818e-05,-4.09846e-05,3.34033e-15,6.92098e-14,5308.71,269.607,0,6.26931e-13,3.19952e-05,-2.82144e-05,1
4,1.96496e-12,0.001,0.195,0.21769,1.34629,0.5,1.25,0,3.75968e-06,-1.01596e-05,1.08344e-05,219.531,4,1.92804e-05,-5.21007e-05,4.02824e-15,8.55111e-14,6917.55,269.675,0,5.38277e-13,4.10383e-05,-3.64111e-05,1
5,1.96496e-12,0.001,0.195,0.267271,1.34629,0.5,1.25,0,4.55853e-06,-1.23266e-05,1.31441e-05,269.531,5,2.33771e-05,-6.32131e-05,4.62517e-15,9.82133e-14,8526.53,269.732,0,4.68128e-13,5.00785e-05,-4.46068e-05,1
6,1.96496e-12,0.001,0.195,0.316852,1.34629,0.5,1.25,0,5.35732e-06,-1.44933e-05,1.54538e-05,319.531,6,2.74734e-05,-7.43247e-05,5.1506e-15,1.08018e-13,10135.5,269.778,0,4.12837e-13,5.91181e-05,-5.28024e-05,1
7,1.96496e-12,0.001,0.195,0.366433,1.34629,0.5,1.25,0,6.1561e-06,-1.66601e-05,1.77634e-05,369.531,7,3.15697e-05,-8.54363e-05,5.64111e-15,1.12323e-13,11744.6,269.817,0,3.85971e-13,6.81576e-05,-6.0998e-05,1
8,1.96496e-12,0.001,0.195,0.416014,1.34629,0.5,1.25,0,6.95487e-06,-1.88268e-05,2.00729e-05,419.531,8,3.5666e-05,-9.65477e-05,6.10426e-15,1.15668e-13,13353.6,269.849,0,3.64932e-13,7.71971e-05,-6.91935e-05,1
9,1.96496e-12,0.001,0.195,0.465594,1.34629,0.5,1.25,0,7.75364e-06,-2.09935e-05,2.23825e-05,469.531,9,3.97622e-05,-0.000107659,6.54922e-15,1.17762e-13,14962.6,269.875,0,3.50985e-13,8.62366e-05,-7.73891e-05,1
